Instrument,Company Name,Sector,Clusters,Valuation Score,Fundamental Score,Momentum Score,Short Term Score,Long Term Score
CURO.N,CURO GROUP HLDNG,Financials,3,69.39,46.410000000000004,43.79,48.02,54.94
EVBN.A,EVANS BANCORP,Financials,3,72.98,52.71,30.759999999999998,40.39,55.33
WDR.N,WADDELL & REED,Financials,3,64.98,58.84,61.419999999999995,61.57,61.94
CG.OQ,THE CRLYL GP INC,Financials,1,47.55,65.58,44.230000000000004,47.93,53.03
SASR.OQ,SANDY SPRING,Financials,3,63.49,52.959999999999994,40.82,46.04,54.14
PDLB.OQ,PDL CMNTY BNCRP,Financials,1,54.42,52.900000000000006,31.2,37.940000000000005,48.089999999999996
CFFN.OQ,CAPITOL FED,Financials,1,62.019999999999996,53.1,45.98,49.46,54.89000000000001
LMND.N,LEMONADE INC ORD,Financials,2,40.43,52.900000000000006,86.75,74.72999999999999,56.379999999999995
UBSI.OQ,UTD BANKSHARS,Financials,3,77.59,48.72,36.22,44.3,57.14
BCML.OQ,BAYCOM CORP,Financials,3,80.63,51.11,28.09,39.42,57.16
TCBI.OQ,TEXAS CAPITAL,Financials,3,64.47,48.58,41.870000000000005,46.27,53.26
BUSE.OQ,FST BUSEY CORP,Financials,3,81.37,51.76,34.07,43.82,59.19
MOFG.OQ,MIDWESTONE FINCL,Financials,3,62.23,51.55,33.82,40.739999999999995,51.39
FBK.N,FB FINANCIAL CRP,Financials,1,58.91,51.55,39.01,43.88,51.35999999999999
AROW.OQ,ARROW FINAN,Financials,3,74.6,56.16,38.95,46.88,59.230000000000004
CAC.OQ,CAMDEN NATIONL,Financials,3,68.10000000000001,53.18000000000001,36.84,43.980000000000004,55.059999999999995
EV.N,EATON VANCE,Financials,2,47.260000000000005,59.150000000000006,66.82000000000001,62.73,56.31
PRAA.OQ,PRA GROUP INC,Financials,3,66.4,52.900000000000006,34.08,41.75,53.6
CNBKA.OQ,CENTURY BNCP A,Financials,3,82.38,52.900000000000006,37.97,46.88,60.96
FNF.N,FID NATL FINAN,Financials,3,72.2,57.35,31.879999999999995,41.75,56.93
WTFC.OQ,WINTRUST FINCL,Financials,3,70.57,48.3,35.449999999999996,42.65,54.0
NYCB.N,NY COMM BANCORP,Financials,3,76.19,51.92,38.43,46.12,58.25
BRMK.N,BROADMARK REALTY,Financials,3,75.97,52.900000000000006,36.65,44.98,58.06
VIRT.OQ,VIRTU FINANCIL A,Financials,1,71.41,52.900000000000006,83.1,76.81,67.85
INBK.OQ,FIRST INTERNET B,Financials,3,75.77000000000001,56.08,56.55,59.36,64.07000000000001
TCF.OQ,TCF FINANCL CORP,Financials,3,65.3,47.23,30.15,37.980000000000004,50.19
RMBI.OQ,RCHMND MTL BNCRP,Financials,3,69.64,52.900000000000006,35.699999999999996,43.37,55.300000000000004
BEN.N,FRANKLIN RES,Financials,0,67.44,42.77,40.81,45.1,52.15
MORN.OQ,MORNINGSTAR,Financials,2,47.08,52.900000000000006,62.44,58.699999999999996,52.949999999999996
HTBI.OQ,HOME TRST BNCSHR,Financials,3,72.24000000000001,50.61,38.98,45.71,56.35
NODK.OQ,NI HOLDINGS INC,Financials,3,77.60000000000001,52.900000000000006,47.61,52.900000000000006,61.46
SEIC.OQ,SEI INVEST CO,Financials,3,55.74,52.900000000000006,32.68,39.17,48.980000000000004
MMC.N,MARSH & MCLENNAN,Financials,1,51.43,56.54,41.28,45.09,50.68
ERIE.OQ,ERIE INDEMNITY,Financials,2,45.379999999999995,52.900000000000006,69.61,63.470000000000006,54.06999999999999
KMPR.N,KEMPER CORPORATN,Financials,3,68.77,53.59,39.46,45.97,56.13
SF.N,STIFEL FINANCIAL,Financials,3,72.94,53.5,50.99,54.66,60.650000000000006
DCOM.OQ^A21,,Financials,3,72.3,52.900000000000006,30.570000000000004,40.18,55.08
TFSL.OQ,TFS FIN CORP,Financials,1,48.8,48.63,43.03,44.73,47.3
ARES.N,ARES MANAGNT,Financials,2,40.27,71.89,53.900000000000006,54.55,54.74
FIBK.OQ,FIRST INTST BA A,Financials,3,78.49000000000001,51.33,43.54,49.95,60.25
BFST.OQ,BUSINESS FIR ORD,Financials,3,74.77000000000001,49.97,30.59,40.129999999999995,55.05
LKFN.OQ,LAKELAND FINL,Financials,1,59.78,55.489999999999995,56.39999999999999,56.769999999999996,57.43000000000001
PNFP.OQ,PINNACLE FINL,Financials,3,67.75,49.91,46.51,50.21,56.2
DHIL.OQ,DIAMOND HILL IN,Financials,3,73.83,52.900000000000006,44.36,50.06,59.14
NLY.N,ANNALY CAP MNGT,Financials,1,45.07,53.31,38.11,41.43,46.21
AFL.N,AFLAC INC,Financials,3,88.91,53.290000000000006,36.24,46.7,63.28
FRC.N,FRST REPBLIC BNK,Financials,1,58.709999999999994,55.95,52.239999999999995,53.76,56.120000000000005
LBAI.OQ,LAKELAND BANCP,Financials,3,69.55,52.900000000000006,37.26,44.45,55.65
OVBC.OQ,OH VALLEY BANC,Financials,3,76.5,52.900000000000006,31.85,41.699999999999996,57.08
APO.N,APOLLO GB MGT A,Financials,1,43.82,60.12,37.76,42.02,48.010000000000005
DFIN.N,DONNELLEY FINCL,Financials,1,62.019999999999996,52.900000000000006,74.13,69.13,61.86000000000001
FNB.N,FNB CORPORATION,Financials,3,74.19,48.43,34.07,42.24,55.15
FCF.N,FST COMNWLTH FIN,Financials,3,64.53999999999999,52.300000000000004,37.54,43.81,53.510000000000005
FMBH.OQ,FIRST MID BNCSHR,Financials,3,77.03,54.31,43.519999999999996,50.160000000000004,60.699999999999996
SYF.N,SYNCHRONY FIN,Financials,3,70.15,57.830000000000005,36.97,45.08,57.54
AJX.N,GREAT AJAX CORP,Financials,1,63.370000000000005,52.900000000000006,23.830000000000002,34.12,49.82
STWD.N,STRWOOD PROPTY,Financials,1,53.28000000000001,52.27,31.630000000000003,37.97,47.510000000000005
FFBC.OQ,FST FIN BNCP,Financials,3,73.55000000000001,49.86,35.24,43.18,55.67999999999999
WBS.N,WEBSTER FINL CP,Financials,3,61.83,51.190000000000005,37.92,43.49,52.129999999999995
GL.N,GLOBE LIFE INC,Financials,3,76.4,53.410000000000004,34.839999999999996,43.86,57.96
PWOD.OQ,PENNS WOODS BNC,Financials,3,70.81,52.900000000000006,30.98,40.239999999999995,54.58
JEF.N,JEFFERES FINANCL,Financials,3,73.00999999999999,47.61,47.17,51.11,57.66
MCO.N,MOODY'S,Financials,1,48.22,65.96,44.14,48.03,53.410000000000004
ICE.N,INTRCTNTL EXCHNG,Financials,2,50.93,51.480000000000004,51.33,51.29,51.22
FHB.OQ,FIRST HAWAIIAN,Financials,3,67.42,48.64,35.5,42.25,52.86
NNI.N,NELNET INC,Financials,1,53.61,54.449999999999996,52.49,52.949999999999996,53.620000000000005
AXP.N,AMER EXPRESS CO,Financials,0,47.870000000000005,45.660000000000004,38.17,40.75,44.67
FBIZ.OQ,FIRST BUSI FINCL,Financials,3,70.42,53.32,35.21,43.21,55.63
TBK.OQ,TRIUMPH BANCORP,Financials,1,57.36,54.35,68.88,64.98,59.19
CVCY.OQ,CNTRL VLY CMNTY,Financials,3,87.61,52.23,35.620000000000005,45.910000000000004,62.23
EIG.N,EMPLOYERS HLDG,Financials,3,86.32,54.53,40.01,49.13,63.61
RNST.OQ,RENASANT,Financials,3,60.35,48.1,45.04,47.8,52.239999999999995
GS.N,GOLDM SACHS GRP,Financials,2,59.919999999999995,69.86,48.949999999999996,53.73,60.660000000000004
FFIC.OQ,FLUSHING FINL,Financials,3,64.56,54.290000000000006,42.92,47.870000000000005,55.559999999999995
OPBK.OQ,OPEN BANCORP,Financials,3,69.86,56.85,40.43,47.31,57.95
SC.N,SANTNDR CNSMR US,Financials,1,62.09,58.45,44.080000000000005,48.93,56.31
LADR.N,LADDER CPTL CRP,Financials,1,54.05,42.91,12.19,23.080000000000002,39.69
WLTW.OQ,WLS TWR WTSN LTD,Financials,1,53.21,53.64,46.7,48.72,51.73
WD.N,WALKER & DUNLOP,Financials,3,62.92,58.98,58.86,59.489999999999995,60.529999999999994
PLMR.OQ,PALOMAR HLDG INC,Financials,2,43.68,76.27000000000001,83.71,76.59,65.09
SI.N,SILVERGATE CAPTL,Financials,1,47.58,52.73,39.23,42.51,47.3
STL.N,STERLING BANCP,Financials,3,67.74,48.29,34.81,41.77,52.7
APAM.N,ARTSN PRTNR ASST,Financials,1,59.35,52.900000000000006,62.55,60.62,57.89
WSBC.OQ,WESBANCO,Financials,3,69.45,49.35,35.5,42.67,53.93
EBC.OQ,ESTRN BNKSHR ORD,Financials,1,54.730000000000004,50.82,59.099999999999994,57.199999999999996,54.449999999999996
AMTB.OQ,AMRNT BNCRP IN A,Financials,3,71.73,51.25999999999999,34.19,42.38,55.17999999999999
TREE.OQ,LENDINGTREE ORD,Financials,0,39.81,54.300000000000004,37.97,40.699999999999996,44.42
HCI.N,HCI GROUP INC,Financials,1,63.019999999999996,58.67,54.85,56.65,59.46
MBWM.OQ,MERCANTILE BANK,Financials,3,74.91,50.79,33.93,42.61,56.230000000000004
MRLN.OQ,MARLIN BUS SVC,Financials,1,53.16,52.900000000000006,31.009999999999998,37.62,47.53
AFG.N,AMER FINL GRP,Financials,3,82.96,54.36,41.54,49.68,62.6
RKT.N,RCKT CMPNS A ORD,Financials,3,64.4,52.900000000000006,32.89,40.62,52.5
UVSP.OQ,UNIVEST FNCL CRP,Financials,3,68.75,51.71,39.71,45.87,55.53
BKU.N,BANKUNITED,Financials,3,72.45,50.980000000000004,42.89,48.54,57.550000000000004
VALU.OQ,VALUE LINE INC,Financials,1,50.449999999999996,52.900000000000006,52.739999999999995,52.42,51.88
FBNC.OQ,FIRST BANCORP,Financials,3,67.52,50.370000000000005,38.75,44.800000000000004,54.32
ABTX.OQ,ALLEGIANC BANSHA,Financials,3,70.85000000000001,50.449999999999996,39.739999999999995,46.01,55.94
ARI.N,APOLO COMRCL REF,Financials,1,62.29,50.81,28.389999999999997,36.84,49.8
EBTC.OQ,ENTERPRISE BNCP,Financials,3,78.48,52.900000000000006,39.300000000000004,47.22,59.730000000000004
FULT.OQ,FULTON FIN CP,Financials,3,72.75,51.68000000000001,38.67,45.73,56.86
GDOT.N,GREEN DT CL A,Financials,2,47.699999999999996,49.33,85.05,74.09,57.60999999999999
HMST.OQ,HOMESTREET INC,Financials,3,72.04,54.15,50.470000000000006,54.25,60.38
IHC.N,INDEPENDENCE HLD,Financials,1,50.46000000000001,52.900000000000006,41.08,44.26,48.97
CNOB.OQ,CONNECTONE BANC,Financials,3,69.3,51.06,35.27,42.74,54.410000000000004
BLK.N,BLACKROCK INC,Financials,1,53.73,75.92999999999999,55.76,58.48,62.01
RE.N,EVEREST RE GP,Financials,3,69.91000000000001,52.28,36.86,44.13,55.48
CSTR.OQ,CAPSTAR FIN HLD,Financials,3,78.85,51.35999999999999,39.190000000000005,46.97,59.309999999999995
FMBI.OQ,FST MIDWEST,Financials,3,74.11,49.03,32.01,40.87,54.81
AON.N,AON PLC,Financials,1,50.019999999999996,75.7,44.12,49.74,57.53
NTRS.OQ,NORTHERN TRUST,Financials,1,50.18,55.11000000000001,37.169999999999995,41.81,48.65
JRVR.OQ,JAMES RVR GRP,Financials,3,61.12,55.620000000000005,51.27,53.400000000000006,56.730000000000004
HIFS.OQ,HINGHAM INST,Financials,3,73.08,52.900000000000006,48.27,52.690000000000005,59.809999999999995
BXMT.N,BLACKSTONE MORTG,Financials,3,68.32000000000001,50.22,30.61,39.21,52.559999999999995
PFIS.OQ,PEOPLES FINANCIA,Financials,3,80.73,52.900000000000006,40.07,48.089999999999996,60.81999999999999
SFNC.OQ,SIMMONS FST A,Financials,3,72.81,51.23,43.53,49.08,57.940000000000005
PPBI.OQ,PACFIC PREMR BN,Financials,3,67.11,50.3,46.839999999999996,50.4,56.16
SNV.N,SYNOVUS FINANCIA,Financials,3,73.76,51.839999999999996,41.47,47.870000000000005,58.02
CBOE.Z,CBOE GLOBAL MKT,Financials,0,56.79,55.76,33.81,40.550000000000004,50.690000000000005
NKSH.OQ,NATL BANKSHARES,Financials,3,69.08,53.05,35.53,43.19,55.08
FFIN.OQ,FST FIN BNKSHS,Financials,1,49.93,54.669999999999995,50.370000000000005,50.949999999999996,51.7
CACC.OQ,CREDIT ACCEPT,Financials,3,62.94,60.760000000000005,29.26,39.04,53.76
BWFG.OQ,BANKWELL FINANCI,Financials,3,70.35,54.81,31.619999999999997,40.910000000000004,55.230000000000004
UBFO.OQ,UTD SEC BNCSHS,Financials,1,52.76,52.900000000000006,31.1,37.62,47.4
CTBI.OQ,COMMUNITY TST,Financials,3,67.83,52.83,37.61,44.42,55.02
HLI.N,HOULIHAN LOKEY,Financials,1,59.709999999999994,64.0,56.04,57.78,60.3
PFS.N,PROVIDENT FINL,Financials,3,65.16,50.839999999999996,35.22,42.059999999999995,52.66
NWBI.OQ,NORTHWST BANCSHR,Financials,3,64.61,54.379999999999995,39.85,45.739999999999995,54.84
SFBS.OQ,SRVSFRST BNCSHRS,Financials,3,61.839999999999996,56.730000000000004,46.19,50.12,56.14
CCBG.OQ,CAPITAL CITY BK,Financials,3,72.55,52.44,33.4,42.13,55.720000000000006
BWB.OQ,BRIDGEWATER BSRS,Financials,3,76.92999999999999,56.24,45.22,51.629999999999995,61.760000000000005
CFB.OQ,CROSFIRST BANKSH,Financials,3,68.63,54.64,40.89,47.11,56.8
ACRE.N,ARES COMR RL EST,Financials,1,53.56999999999999,50.949999999999996,32.519999999999996,38.440000000000005,47.39
BRP.OQ,BRP GROUP INC A,Financials,2,35.97,52.900000000000006,66.49000000000001,59.870000000000005,49.53
FCCY.OQ,1ST CONSTITUTIN,Financials,3,76.21,53.47,36.370000000000005,44.91,58.29
TROW.OQ,T ROWE PRICE GP,Financials,1,56.67,65.3,52.01,54.7,58.52
GOCO.OQ,GOHLTH INC A ORD,Financials,0,39.85,66.59,31.64,38.11,47.15
MCB.N,METRPLTN BNK HLD,Financials,3,73.39,54.16,39.45,46.75,58.18
RJF.N,RAYMOND JAMES,Financials,2,53.300000000000004,57.52,47.8,50.080000000000005,53.400000000000006
UCBI.OQ,UTD CMNTY BKS,Financials,3,67.36999999999999,51.38,42.33,47.44,55.510000000000005
ESNT.N,ESSENT GROUP LTD,Financials,3,67.95,45.18,32.41,39.660000000000004,51.1
RNR.N,RENAISSANCERE,Financials,3,83.42,57.199999999999996,35.96,46.26,62.38
RF.N,REGIONS FINANCL,Financials,3,66.17,50.4,44.41,48.57,55.21
CBSH.OQ,COMMERCE BANCS,Financials,3,63.029999999999994,54.59,46.0,49.84,55.82
CZNC.OQ,CITIZENS NORTHRN,Financials,3,68.32000000000001,55.410000000000004,37.34,44.7,56.06
BFC.OQ,BANK FIRST CORP,Financials,3,64.64999999999999,56.08,44.28,49.1,56.56
BFC.OQ,BANK FIRST CORP,Financials,3,64.64999999999999,56.08,44.28,49.1,56.56
BFC.OQ,BANK FIRST CORP,Financials,3,64.64999999999999,56.08,44.28,49.1,56.56
BFC.OQ,BANK FIRST CORP,Financials,3,64.64999999999999,56.08,44.28,49.1,56.56
BFC.OQ,BANK FIRST CORP,Financials,3,64.64999999999999,56.08,44.28,49.1,56.56
BFC.OQ,BANK FIRST CORP,Financials,3,64.64999999999999,56.08,44.28,49.1,56.56
BFC.OQ,BANK FIRST CORP,Financials,3,64.64999999999999,56.08,44.28,49.1,56.56
BFC.OQ,BANK FIRST CORP,Financials,3,64.64999999999999,56.08,44.28,49.1,56.56
ONB.OQ,OLD NATNAL BAN,Financials,3,70.26,51.2,40.88,46.839999999999996,56.24
ORC.N,ORCHID ISLD CAP,Financials,1,47.17,52.900000000000006,40.97,43.69,47.63
ACGL.OQ,ARCH CAPITAL GP,Financials,3,81.04,56.28999999999999,32.81,43.57,60.31999999999999
PJT.N,PJT PARTNERS INC,Financials,3,68.32000000000001,52.900000000000006,62.38,61.85000000000001,61.44
FRME.OQ,FST MERCHANTS,Financials,3,67.47999999999999,50.8,40.550000000000004,46.129999999999995,54.910000000000004
AGNC.OQ,AGNC INVESTMENT,Financials,1,46.23,54.410000000000004,40.52,43.46,47.67
SBNY.OQ,SIGNATURE BANK,Financials,3,64.34,48.61,55.14,55.54,56.53
BHB.A,BAR HARBOR BK,Financials,3,68.32000000000001,52.900000000000006,41.24,47.05,56.16
PB.N,PRSPRTY BNCSHRS,Financials,3,74.6,50.14999999999999,37.3,44.82,56.720000000000006
BANC.N,BANC OF CALIFORN,Financials,3,61.75000000000001,47.36,38.35,43.21,50.86000000000001
TPRE.N,THIRD POINT RENS,Financials,3,74.4,52.900000000000006,35.010000000000005,43.6,57.03
HOMB.OQ,HOME BANCSHARES,Financials,3,65.86999999999999,50.629999999999995,44.61,48.699999999999996,55.22
OBNK.OQ,ORIGIN BANCORP,Financials,3,73.1,52.21,35.46,43.62,56.379999999999995
BOKF.OQ,BOK FINAN CORP,Financials,3,68.44,49.309999999999995,35.949999999999996,42.82,53.620000000000005
LAZ.N,LAZARD,Financials,3,60.97,52.99,36.96,42.970000000000006,52.18000000000001
L.N,LOEWS CORP,Financials,1,54.949999999999996,52.900000000000006,36.52,41.74,49.63
QCRH.OQ,QCR HOLDINGS,Financials,3,83.3,52.92,37.44,46.64,61.199999999999996
MKL.N,MARKEL CORP,Financials,3,70.37,57.16,39.18,46.550000000000004,57.95
TW.OQ,TRADEWB MRKT INC,Financials,2,51.73,63.59,58.36,58.15,57.54
GABC.OQ,GERMAN AM BANCP,Financials,3,66.14999999999999,53.64,43.61,48.49,56.13
PGC.OQ,PEAPCK-GLDSTN FN,Financials,3,68.42,50.080000000000005,33.01,40.88,53.15
CCB.OQ,COASTAL FNCL CRP,Financials,1,62.11,52.6,47.58,50.51,55.15
TFC.N,TRST FINANCL ORD,Financials,3,68.32000000000001,51.73,37.059999999999995,43.95,54.7
ZION.OQ,ZION BNCORPRT NA,Financials,3,69.12,49.05,35.76,42.76,53.76
IBTX.OQ,INDPNDNT BNK GRP,Financials,3,67.71000000000001,47.260000000000005,43.8,47.9,54.58
OZK.OQ,BANK OZK,Financials,3,80.23,48.42,47.23,52.35999999999999,60.85
HTLF.OQ,HEARTLAND FINCL,Financials,3,73.19,50.14999999999999,35.28,43.2,55.65
TOWN.OQ,TOWNEBANK,Financials,3,73.55000000000001,49.95,39.42,46.12,56.76
WABC.OQ,WESTAMER BNCRP,Financials,3,66.13,54.190000000000005,38.34,44.879999999999995,55.00000000000001
TRUP.OQ,TRUPANION INC,Financials,1,37.75,52.900000000000006,39.910000000000004,41.54,43.59
EWBC.OQ,EAST WEST BANCP,Financials,3,70.55,51.080000000000005,49.91,53.18000000000001,58.58
BMRC.OQ,BK OF MARIN BNCP,Financials,3,76.31,52.25,35.55,44.17,57.699999999999996
ARGO.N,ARGO GP INTL HLG,Financials,1,33.94,50.9,27.21,31.77,38.190000000000005
BOCH.OQ,BANK OF COMMRCE,Financials,3,72.92,39.489999999999995,40.910000000000004,45.5,53.22
BY.N,BYLINE BNCRP ORD,Financials,3,64.44,53.32,35.099999999999994,42.230000000000004,53.21
PROS.N,PROSIGHT GBL INC,Financials,3,70.00999999999999,55.38999999999999,38.279999999999994,45.61,56.96
CPF.N,CNTL PAC FINL CP,Financials,3,72.47,49.980000000000004,29.709999999999997,39.160000000000004,53.910000000000004
BOH.N,BK OF HAWAII,Financials,1,57.8,54.98,36.03,42.14,51.370000000000005
FAF.N,FIRST AMERICAN,Financials,3,82.02000000000001,53.92,36.26,45.769999999999996,60.75000000000001
AMG.N,AFFLTED MANAGERS,Financials,0,57.68,44.79,65.2,61.01,55.05
BFIN.OQ,BANKFINANCIAL,Financials,3,73.16,52.66,35.0,43.38,56.45
VLY.OQ,VALLEY NTNL BNCP,Financials,3,68.27,51.55,41.410000000000004,46.96,55.7
AC.N,ASSCATD CPTL GRP,Financials,1,45.58,52.900000000000006,30.44,36.08,44.36
TBNK.OQ,TERTORAL BANCORP,Financials,3,70.27,52.49,36.4,43.9,55.58
BPOP.OQ,POPULAR INC,Financials,3,80.52,51.49,44.42,50.89,61.33
SRCE.OQ,FIRST SOURCE,Financials,3,67.35,51.690000000000005,33.72,41.46,53.459999999999994
FVCB.OQ,FVCBANKCORP INC,Financials,3,67.35,53.059999999999995,45.300000000000004,49.769999999999996,56.830000000000005
ISTR.OQ,INVESTAR HOLD,Financials,3,72.24000000000001,54.230000000000004,33.53,42.44,56.26
BAC.N,BANK OF AMERICA,Financials,3,69.05,38.97,33.35,39.550000000000004,49.6
ACBI.OQ,ATL CAP BANCS IN,Financials,1,68.5,67.47999999999999,44.080000000000005,51.24999999999999,62.03999999999999
SCHW.N,CHRLS SCHWB CRP,Financials,1,47.61,57.50999999999999,48.39,49.64,51.27
CIA.N,CITIZENS INC A,Financials,1,57.230000000000004,52.900000000000006,42.33,46.150000000000006,51.99
HTBK.OQ,HERITAGE COMMRC,Financials,3,71.63000000000001,47.58,30.709999999999997,39.379999999999995,52.980000000000004
GCBC.OQ,GREENE COUNTY,Financials,3,73.91,52.900000000000006,38.07,45.67,57.599999999999994
NWFL.OQ,NORWOOD FINL,Financials,3,69.01,52.900000000000006,31.16,40.1,53.910000000000004
BRKL.OQ,BROOKLINE BNCP,Financials,3,71.44,53.410000000000004,37.18,44.75,56.56
DCOM.OQ,DIME COMMNTY ORD,Financials,3,58.730000000000004,53.779999999999994,31.490000000000002,38.92,50.19
ITIC.OQ,INVESTORS TITL,Financials,3,81.14,52.900000000000006,45.37,51.870000000000005,62.31
HASI.N,HNN ARMSTRNG STN,Financials,2,42.42,49.730000000000004,72.54,64.60000000000001,52.51
PEBO.OQ,PEOPLE BANCORP,Financials,3,68.76,52.15,40.28,46.33,55.82
MTG.N,MGIC INV CP,Financials,3,81.89,51.23,29.39,40.54,58.03
AUB.OQ,ATLNTC UNI BNKSH,Financials,3,68.60000000000001,48.69,37.99,44.190000000000005,53.98
SLQT.N,SLCTQUOT INC ORD,Financials,1,54.39000000000001,62.3,42.03,46.92,54.06999999999999
CCNE.OQ,CNB FINANCIAL,Financials,3,70.00999999999999,53.73,30.9,40.19,54.53
PFBI.OQ,PREMIER FINCL,Financials,3,87.17,52.900000000000006,41.099999999999994,49.78,63.660000000000004
GNTY.OQ,GUARANTY BNCSHRS,Financials,3,70.08,55.93,49.44,53.510000000000005,59.97
GHL.N,GREENHILL,Financials,3,75.32,52.900000000000006,33.77,42.870000000000005,57.08
HBT.OQ,HBT FINANCIL INC,Financials,3,67.64,54.230000000000004,36.730000000000004,43.99,55.22
GSBC.OQ,GREAT SOUTHERN,Financials,3,68.94,53.03,36.559999999999995,43.88,55.269999999999996
IVZ.N,INVESCO LTD,Financials,0,66.84,42.64,52.44,53.13,54.769999999999996
PRK.A,PARK NATIONAL,Financials,1,57.9,54.89000000000001,50.62,52.35999999999999,55.03
SNEX.OQ,STONEX GROUP ORD,Financials,1,63.09,52.900000000000006,45.910000000000004,49.53,55.230000000000004
MPB.OQ,MID PENN BANCP,Financials,3,78.85,53.580000000000005,39.43,47.46,60.150000000000006
Y.N,ALLEGHANY CRP,Financials,1,50.81,52.900000000000006,33.45,38.97,47.199999999999996
SAFT.OQ,SAFETY INSURANCE,Financials,3,74.06,52.900000000000006,41.69,48.22,58.56
CUBI.N,CUSTOMERS BANCOR,Financials,3,70.41,50.72,41.86,47.47,56.379999999999995
FFG.N,FBL FINCL GP,Financials,3,71.78999999999999,52.900000000000006,51.5,54.76,60.11
SBCF.OQ,SEACOAST BANKING,Financials,3,57.699999999999996,46.81,42.67,45.550000000000004,50.129999999999995
CME.OQ,CME GROUP INC A,Financials,1,68.32000000000001,54.379999999999995,43.53,48.88,57.25
BRKb.N,BERKSHRE CL B,Financials,1,59.63,51.03,42.870000000000005,46.61,52.43
CB.N,CHUBB LIMITED,Financials,2,58.379999999999995,67.72,45.25,50.59,58.37
WFC.N,WELLS FARGO & CO,Financials,1,64.57000000000001,50.03999999999999,24.13,34.08,49.370000000000005
NBTB.OQ,NBT BANCORP,Financials,3,70.19999999999999,54.59,39.06,46.06,56.95
HBNC.OQ,HRZN BANCORP INC,Financials,3,70.04,50.970000000000006,37.980000000000004,44.73,55.35
HMN.N,HORACE MANN EDUC,Financials,3,81.58999999999999,52.75,39.519999999999996,47.82,60.980000000000004
ALTA.OQ,ALTABANCORP ORD,Financials,3,65.58,52.800000000000004,50.29,52.959999999999994,57.29
CADE.N,CADENC BANCORPOR,Financials,0,58.089999999999996,48.339999999999996,39.37,43.519999999999996,50.0
TRV.N,THE TRAVELERS CO,Financials,3,68.32000000000001,48.94,43.97,48.370000000000005,55.45
MS.N,MORGAN STANLEY,Financials,1,58.589999999999996,52.72,54.190000000000005,54.63,55.44
INDB.OQ,INDEPEND BNCP,Financials,1,61.09,50.0,40.9,45.300000000000004,52.16
SCU.N,SCULPT CAP MNG A,Financials,0,40.88,44.57,27.52,32.08,38.83
SLCT.OQ,SELECT BANCORP I,Financials,3,69.78999999999999,49.04,36.01,43.03,54.08
BK.N,BANK NY MELLON,Financials,1,71.89,64.1,34.55,44.58,59.830000000000005
FNLC.OQ,FIRST BANCORP,Financials,3,78.51,52.900000000000006,40.56,48.1,60.06
KREF.N,KKR REAL EST FIN,Financials,1,57.07,54.15,40.99,45.379999999999995,52.03
UNTY.OQ,UNITY BANCORP,Financials,3,81.53,54.7,33.97,44.22,60.25
COF.N,CAP ONE FINAN,Financials,3,62.28,44.16,40.27,44.15,50.43
BXS.N,BANCORPSOUTH BNK,Financials,3,69.77,50.660000000000004,37.230000000000004,44.13,54.949999999999996
EHTH.OQ,EHEALTH,Financials,0,59.650000000000006,49.14,33.26,39.6,49.38
STXB.OQ,SPRT OF TXS BNSR,Financials,3,74.3,52.09,37.86,45.46,57.42
FRAF.OQ,FRNKLN FINA SRVC,Financials,3,79.64,52.900000000000006,30.86,41.48,58.08
KKR.N,KKR & CO INC ORD,Financials,1,47.599999999999994,51.559999999999995,58.28,55.669999999999995,51.66
AMAL.OQ,AMALGAMTD BANK A,Financials,3,80.99,52.62,33.62,43.57,59.21999999999999
PMT.N,PENNYMAC MORTGE,Financials,3,72.3,58.050000000000004,33.77,43.19,57.68
STC.N,STEWART INFO,Financials,3,72.44,55.37,51.190000000000005,55.00000000000001,61.150000000000006
TMP.A,TOMPKIN FINCL,Financials,3,65.61,54.82,36.01,43.269999999999996,54.43
FHN.N,FRST HRZ CRP ORD,Financials,3,78.48,50.92,36.43,44.91,58.32000000000001
MCBC.OQ,MACATAWA BANK,Financials,3,75.28,54.47,33.879999999999995,43.169999999999995,57.64
EFSC.OQ,ENTERPRISE FIN,Financials,3,65.19,51.39,31.2,39.33,51.85999999999999
PBCT.OQ,PEOPLE UNTD FIN,Financials,3,77.92999999999999,49.62,36.64,44.78,57.699999999999996
PRI.N,PRIMERICA INC,Financials,1,62.19,73.7,42.01,49.79,61.17
FHI.N,FEDRTD HRM B ORD,Financials,1,63.04,67.13,35.65,44.48,57.620000000000005
PEBK.OQ,PEOPLE BNCP NC,Financials,3,74.11999999999999,52.900000000000006,30.56,40.44,55.800000000000004
BRO.N,BROWN & BROWN,Financials,1,61.96,63.27,46.489999999999995,51.32,58.550000000000004
FLIC.OQ,FIRST L I CORP,Financials,3,73.56,55.36,35.85,44.43,57.76
C.N,CITIGROUP,Financials,1,71.5,36.809999999999995,24.58,33.45,47.63
WTBA.OQ,WEST BANCORPTN,Financials,3,69.71000000000001,58.41,37.99,45.81,57.830000000000005
WAL.N,WESTERN ALLI BK,Financials,3,67.65,54.400000000000006,50.9,53.94,58.830000000000005
NCBS.OQ,NICOLET BANKSHAR,Financials,3,68.52000000000001,53.81,41.88,47.67,56.71000000000001
FNWB.OQ,FST NRTHWT BNCP,Financials,3,74.6,52.900000000000006,36.61,44.75,57.50999999999999
