,Instrument,GICS Sector Name,Income Avail to Cmn Shareholders Excl Extra,EBITDA,EBIT,Total Equity,Company Market Cap,Enterprise Value (Daily Time Series)
521,HII.N,Industrials,596000000.0,937000000.0,688000000.0,1588000000,6682091822.36,8216091822.35999
522,ARMK.N,Consumer Discretionary,-752533000.0,759810000.0,173977000.0,2735988000,9395324345.0,16174547345.0
523,LPLA.OQ,Financials,472640000.0,908928000.0,731838000.0,1314854000,9819887908.3,10719358908.3
524,LMAT.OQ,Health Care,18800000.0,31003000.0,23701000.0,148141000,980483677.0,1005586677.0
525,KYMR.OQ,Health Care,,,,34674000,3351314972.58,3270249972.58
526,ASH.N,Materials,-464000000.0,527000000.0,278000000.0,3036000000,5235595584.4,6594595584.4
527,AKAM.OQ,Information Technology,562784000.0,1158623000.0,692142000.0,3657958000,19092478912.64,19538185912.64
528,KAI.N,Industrials,47738000.0,115949000.0,84603000.0,425695000,1705141314.0,1913478314.0
529,CTRN.OQ,Consumer Discretionary,15362000.0,39150000.0,19774000.0,171044000,667346478.84,570584478.84
530,ASTE.OQ,Industrials,13194000.0,37015000.0,11143000.0,601949000,1489502792.16,1378540792.16
531,AMCR.N,Materials,776600000.0,1890300000.0,1283500000.0,4625900000,17915883622.56,23701883622.56
532,CHS.N,Consumer Discretionary,-285543000.0,-141352000.0,-210423000.0,530092000,290199079.5,294035079.5
533,EGBN.OQ,Financials,132217000.0,,236281000.0,1240892000,1469809413.75,1756177413.75
534,PLNT.N,Consumer Discretionary,5984000.0,143470000.0,92004000.0,-706455000,6810893760.0,8159926760.00001
535,GCP.N,Materials,105500000.0,128800000.0,82700000.0,538700000,2006911473.53,1888711473.53
536,PIPR.N,Financials,40504000.0,262107000.0,209332000.0,,1862221928.04,1849242928.04
537,RCL.N,Consumer Discretionary,-4157391000.0,-643538000.0,-1926526000.0,12163846000,15860706356.6,31734365356.6
538,TRNS.OQ,Industrials,7076000.0,18108000.0,10803000.0,67087000,323519879.65,346848879.65
539,ECL.N,Materials,1096700000.0,2599400000.0,1749400000.0,8685300000,61955876970.15,67870876970.1501
540,AZEK.N,Industrials,-122233000.0,93436000.0,-6345000.0,1303888000,6700248668.2,6960097668.2
541,SEM.N,Health Care,206420000.0,669506000.0,462869000.0,770972000,3722151021.8,7206242021.80001
542,DOCU.OQ,Information Technology,-218262000.0,-118658000.0,-183349000.0,546327000,46434016890.2,46321591890.2
543,AMD.OQ,Information Technology,2490000000.0,1695000000.0,1383000000.0,5837000000,110012033527.86,108052033527.86
544,OPY.N,Financials,122986000.0,190849000.0,184680000.0,685600000,472878104.45,974389104.45
545,TPX.N,Consumer Discretionary,249600000.0,571900000.0,476400000.0,359500000,6064743589.76,7374443589.75999
546,VMI.N,Industrials,140625000.0,338156000.0,254793000.0,1144338000,4676255784.3,5056362784.3
547,MC.N,Financials,73800000.0,80452000.0,76000000.0,442827000,3372816455.28,3233861455.28
548,HRL.N,Consumer Staples,908081000.0,1270429000.0,1064648000.0,6425548000,26887922226.6,26464680226.6
549,FCNCA.OQ,Financials,477661000.0,,688209000.0,4229268000,7354853917.45,8623468917.45002
550,WBA.OQ,Consumer Staples,-697000000.0,6317000000.0,4357000000.0,20638000000,43141598835.55,59973598835.5501
551,MRTX.OQ,Health Care,-329226000.0,-337147000.0,-337675000.0,382295000,10566569172.15,9987519172.15002
552,DFS.N,Financials,1098000000.0,,1917000000.0,10884000000,28914863960.88,25508863960.88
553,YUM.N,Consumer Discretionary,904000000.0,1892000000.0,1746000000.0,-7891000000,31180418226.88,41175418226.88
554,TJX.N,Consumer Discretionary,749737000.0,1920014000.0,1041603000.0,5948212000,84008164084.42,79622825084.4201
555,SCVL.OQ,Consumer Discretionary,12034000.0,35705000.0,19373000.0,297363000,719846212.8,673106212.8
556,DVA.N,Health Care,832131000.0,2390019000.0,1762603000.0,2133409000,12342400000.0,21125375000.0
557,NETI.N,Industrials,-671980000.0,14141000.0,-34228000.0,272598000,235757375.16,706239375.160001
558,DBD.N,Information Technology,-340500000.0,324200000.0,99700000.0,-530300000,1095265764.3,3280665764.3
559,ADC.N,Real Estate,89997000.0,181758000.0,122217000.0,1689331000,4148074011.06,5281477011.06001
560,SEAS.N,Consumer Discretionary,-290968000.0,-29212000.0,-183450000.0,210892000,2799798146.04,4506436146.04
561,PING.N,Information Technology,-5864000.0,21173000.0,-14978000.0,710471000,2747225268.51,2722970268.51
562,ENZ.N,Health Care,-20573000.0,-13279000.0,-15994000.0,58381000,164758972.0,130573972.0
563,OFLX.OQ,Industrials,18285000.0,24787000.0,23924000.0,37382000,1700994200.22,1682639200.22
564,BMTC.OQ,Financials,32573000.0,102723000.0,91559000.0,623092000,687432525.36,868354525.359999
565,ADP.OQ,Information Technology,2475800000.0,3774500000.0,3271600000.0,5752200000,71859721742.4,72251621742.3999
566,AXS.N,Financials,-150672000.0,1015432000.0,965871000.0,5295694000,4216056800.0,5172920800.0
567,SCI.N,Consumer Discretionary,462016000.0,1000491000.0,743787000.0,1823313000,9074222831.37,12534350831.37
568,ENTG.OQ,Information Technology,294969000.0,543560000.0,407038000.0,1379494000,13048077379.4,13552967379.4
569,CDE.N,Materials,-257214000.0,201261000.0,56889000.0,667004000,2420279742.09,2644269742.09
570,EXPO.OQ,Industrials,82552000.0,90120000.0,83249000.0,361498000,4726682464.45,4484156464.45
571,APLS.OQ,Health Care,-536356420.0,-449329570.0,-449786280.0,34229680,3912103112.16,3537714112.16
572,NVTA.N,Health Care,-444737000.0,-370590000.0,-398625000.0,379640000,9431949268.31,9353606268.31001
573,OFG.N,Financials,43523000.0,135489000.0,115251000.0,1045478000,953001916.16,-1186060083.84
574,NUE.N,Materials,,,,10788665000,16213583809.5,18949684809.5
575,ZNTL.OQ,Health Care,,,,61600000,1645673485.64,1303015485.64
576,RGR.N,Consumer Discretionary,66893000.0,115445000.0,86928000.0,285458000,1195494847.0,1061867847.0
577,PH.N,Industrials,1431684000.0,2745454000.0,2162963000.0,6113983000,35967175815.6,42588667815.6
578,TROX.N,Materials,924000000.0,537000000.0,243000000.0,748000000,2671604684.19,5564604684.19
579,FCBP.OQ,Financials,,,,280741000,234113680.0,567821680.0
580,EPC.N,Consumer Staples,62900000.0,342900000.0,254400000.0,1432900000,1861665017.75,2755965017.75
581,VMD.OQ,Health Care,28050000.0,29750000.0,21003000.0,43699000,375840934.718846,356679934.718846
582,MED.N,Consumer Staples,94746000.0,128466000.0,121946000.0,104832000,3036027648.5,2866108648.5
583,MLM.N,Materials,,,,,18738930123.82,21250030123.82
584,SPWR.OQ,Information Technology,132838000.0,41455000.0,-22341000.0,10163000,7716733279.65,8283626279.65001
585,BWA.N,Consumer Discretionary,362000000.0,1336000000.0,882000000.0,4706000000,10621890851.04,11497890851.04
586,GIS.N,Consumer Staples,2407100000.0,3860800000.0,3278700000.0,8058500000,35279891704.6,47551791704.6
587,EBS.N,Health Care,166600000.0,409700000.0,296200000.0,1088500000,6542743709.55,7007143709.55
588,NTAP.OQ,Information Technology,687000000.0,1118000000.0,919000000.0,242000000,15576624684.01,14561624684.01
589,HEAR.OQ,Consumer Discretionary,42829000.0,48872000.0,43552000.0,63387000,472789240.88,445524240.880001
590,STFC.OQ,Financials,-36000000.0,-31700000.0,-42500000.0,959900000,757516631.04,748116631.040001
591,FDS.N,Financials,380187000.0,540348000.0,481834000.0,896375000,12189239372.8,12186447372.8
592,LOB.OQ,Financials,55843000.0,,93256000.0,567850000,1860266183.72,3105192183.72
593,MTB.N,Financials,,,,16187283000,18333014826.4,22471946826.4
594,NBEV.OQ,Consumer Staples,-101156000.0,-40625000.0,-48236000.0,92275000,397041250.06,406178250.06
595,FOX.OQ,Communication Services,1530000000.0,3112000000.0,2823000000.0,10094000000,19271314015.61,22482314015.61
596,AJG.N,Financials,818800000.0,1743600000.0,1181200000.0,6186200000,22632452960.0,26632752960.0
597,ORI.N,Financials,558600000.0,888700000.0,888700000.0,6186600000,5941387834.98,-4457312165.01999
598,SEAC.OQ,Information Technology,-17436000.0,-10527000.0,-12026000.0,49932000,51451811.79,47926811.79
599,AAL.OQ,Industrials,-8885000000.0,-9009000000.0,-11375000000.0,-6867000000,11043691105.94,36772691105.94
600,KDNY.OQ,Health Care,-58145000.0,-54288000.0,-58565000.0,65595000,676221249.28,513090249.280001
601,NCMI.OQ,Communication Services,-11100000.0,71700000.0,34200000.0,-379500000,335830241.72,1392830241.72
602,LAWS.OQ,Industrials,11884000.0,24547000.0,18395000.0,108001000,462081832.59,445400832.590001
603,UFPI.OQ,Industrials,215497000.0,380648000.0,310082000.0,1243715000,3837625809.92,3801182809.92001
604,PIRS.OQ,Health Care,-26431000.0,-20952000.0,-22840000.0,51352000,165113211.0,82473211.0000001
605,APG.N,Industrials,-284000000.0,156000000.0,-109000000.0,1757000000,3402764408.78,4227764408.78
606,SCOR.OQ,Communication Services,-56096000.0,20087000.0,-22648000.0,258974000,314365133.26,485242133.26
607,VG.OQ,Communication Services,-24622000.0,86723000.0,-402000.000000001,567062000,3461758897.44,3941064897.44
608,AAWW.OQ,Industrials,-233926000.0,650993000.0,334630000.0,1792179000,1474651946.23,3126751946.23
609,CRY.N,Health Care,-13962000.0,24536000.0,4658000.0,285696000,1006407566.5,1238948566.5
610,HTLD.OQ,Industrials,70805000.0,188885000.0,78589000.0,724334000,1548098991.76,1434246991.76
611,NDAQ.OQ,Financials,932000000.0,1554000000.0,1352000000.0,6433000000,23367155692.65,25971155692.65
612,AMNB.OQ,Financials,30045000.0,42708000.0,39473000.0,337894000,332216601.75,379630601.75
613,CCXI.OQ,Health Care,-41008000.0,-40891000.0,-41719000.0,66000000,4710324656.84,4263266656.84
614,JACK.OQ,Consumer Discretionary,89394000.0,273393000.0,220595000.0,-793361000,2298644881.5,3476713881.5
615,QGEN.N,Health Care,191436000.0,684740000.0,483932000.0,2536591000,12875658856.02,14161760856.02
616,CIO.N,Real Estate,-424000.0,91179000.0,30854000.0,548008000,445688391.59,1198901391.59
617,SGMS.OQ,Consumer Discretionary,-522000000.0,792000000.0,228000000.0,-2212000000,4393988604.09,12847988604.09
618,AMSWA.OQ,Information Technology,6557000.0,12793000.0,5924000.0,119422000,681052248.8,586909248.800001
619,PXD.N,Energy,172000000.0,2368000000.0,685000000.0,12119000000,28807531501.2,30703531501.2
620,RMR.OQ,Real Estate,28102000.0,68359000.0,67409000.0,295919000,1256453552.82,1121759552.82
621,CMA.N,Financials,459000000.0,,690000000.0,8050000000,8795379300.8,13886379300.8
622,LUMN.N,Communication Services,1280000000.0,9149000000.0,3852000000.0,13470000000,13571513315.1,45637513315.1
623,FLGT.OQ,Health Care,47707000.0,66238000.0,63840000.0,82777000,3931589161.08,3856654161.08
624,KMX.N,Consumer Discretionary,751908000.0,779120000.0,541040000.0,3768875000,20618383059.35,35420550059.35
625,TBI.N,Industrials,,,,,721161373.44,785332373.440001
626,EME.N,Industrials,140086000.0,584627000.0,479806000.0,2057134000,5261803802.43,4864973802.43001
627,BHVN.N,Health Care,-698324000.0,-604087000.0,-609677000.0,-7424000,5319001590.84,5547664590.84001
628,RVSB.OQ,Financials,9952000.0,23729000.0,21462000.0,148843000,127093177.15,-79674822.8499999
629,GLNG.OQ,Energy,-256915000.0,290384000.0,180966000.0,1498261000,1294036101.38,4077599101.38
630,KPTI.OQ,Health Care,-201499000.0,-177065000.0,-178050000.0,49774000,1195276618.48,1121622618.48
631,PKOH.OQ,Industrials,-2400000.0,56200000.0,20600000.0,335600000,398402605.96,910502605.96
632,PGRE.N,Real Estate,-65911000.0,418058000.0,182451000.0,3785730000,2016681584.2,6362570584.2
633,FLIR.OQ,Information Technology,139028000.0,409125000.0,310813000.0,1871433000,7158338435.78,7631306435.77999
634,MSA.N,Industrials,138791000.0,256993000.0,218028000.0,725800000,6605028832.0,6755159832.00001
635,QCOM.OQ,Information Technology,6728000000.0,9129000000.0,7723000000.0,6077000000,167423680000.0,170856680000.0
636,NEWR.N,Information Technology,-158892000.0,-57612000.0,-143433000.0,390639000,4154797369.08,3814466369.08
637,UBA.N,Real Estate,8533000.0,70986000.0,43536000.0,571071000,554706176.2708,1135416176.2708
638,SOI.N,Energy,-12888000.0,53586000.0,26157000.0,263847000,468266895.42,525117895.42
639,CFFI.OQ,Financials,22117000.0,,39746000.0,194471000,150513834.2,289429834.2
640,OLED.OQ,Information Technology,105119000.0,162848000.0,126236000.0,811449000,11108631359.49,10435965359.49
641,ACM.N,Industrials,222945000.0,762050000.0,544849000.0,3292558000,8160108828.74,8634772828.74002
642,NYMT.OQ,Financials,-344512000.0,-276972000.0,-276972000.0,2205733000,1529865127.8,3672638127.8
643,APOG.OQ,Industrials,69765000.0,145186000.0,95072000.0,516778000,983351250.43,1096401250.43
644,AJRD.N,Industrials,125900000.0,303900000.0,233100000.0,576700000,4066614731.52,3684214731.52
645,LBRDA.OQ,Communication Services,225301000.0,-40249000.0,-41757000.0,10667946000,35911390116.83,36829786116.83
646,NFLX.OQ,Communication Services,2674201000.0,16474911000.0,5552289000.0,11065240000,242671171407.12,250774594407.12
647,HUBB.N,Industrials,,,,2070000000,8907255139.64,10101455139.64
648,OPCH.OQ,Health Care,-41726000.0,159652000.0,80693000.0,906827000,3727708422.44,4759747422.44
649,USB.N,Financials,4621000000.0,8191000000.0,7751000000.0,53095000000,71436902989.2,68532902989.2
650,OPRT.OQ,Financials,-49333000.0,-18191000.0,-37554000.0,488766000,485057484.94,1692025484.94
651,GPC.N,Consumer Discretionary,5173000.00000003,1297315000.0,1017807000.0,3674707000,14945522257.74,16973043257.74
652,HA.OQ,Industrials,-510935000.0,-311835000.0,-463500000.0,,1057396216.735,1376846216.735
653,GOOGL.OQ,Communication Services,40269000000.0,54903000000.0,41224000000.0,222544000000,1407999559725.88,1286337559725.88
654,LDL.N,Industrials,-144449000.0,59870000.0,5203000.0,318420000,589459179.96,750455179.960001
655,INTC.OQ,Information Technology,20899000000.0,36115000000.0,23876000000.0,81038000000,240367080000.0,252873080000.0
656,EQC.N,Real Estate,460962000.0,-3094000.0,-9131000.0,3244577000,3495044907.6,202553907.599999
657,TRMB.OQ,Information Technology,488900000.0,674700000.0,476200000.0,3119000000,18510495529.61,19997995529.61
658,MCD.N,Consumer Discretionary,4730500000.0,8804800000.0,7437400000.0,-7824900000,157650582841.04,189398282841.04
659,WTS.N,Industrials,116900000.0,232900000.0,185900000.0,978000000,4348386185.0,4407986184.99999
660,CATC.OQ,Financials,31881000.0,,71135000.0,401732000,554138240.0,511345240.0
661,ACI.N,Consumer Staples,1062200000.0,3877600000.0,2296500000.0,2278100000,7839580064.72,16142980064.72
662,ZNGA.OQ,Communication Services,-379931000.0,-231562000.0,-338276000.0,1975430000,11890572308.04,11724424308.04
663,CIM.N,Financials,-1814000.00000002,628329000.0,628329000.0,3953293000,2561687693.84,15882373693.84
664,ECHO.OQ,Industrials,15832000.0,67801000.0,29197000.0,399369000,746620171.34,839268171.34
665,CFR.N,Financials,320509000.0,424225000.0,359855000.0,4293016000,6195319318.4,8163692318.4
666,UNIT.OQ,Real Estate,-671596000.0,779033000.0,429849000.0,-1566868000,2985006040.425,7739682040.425
667,RDN.N,Financials,406797000.0,592767000.0,572882000.0,4048723000,3947980866.48,5411777866.48
668,WRLD.OQ,Financials,64552030.0,100278700.0,85217640.0,411963070,898285938.81,1428195278.81
669,RPAI.N,Real Estate,28540000.0,265188000.0,98555000.0,1632477000,2108245849.68,3830326849.68
670,RUBY.OQ,Health Care,-171664000.0,-166283000.0,-172160000.0,274213000,1208194498.85,1075118498.85
671,RLJ.N,Real Estate,-308284000.0,18350000.0,-177357000.0,3202334000,2351561277.0,4334679277.0
672,INZY.OQ,Health Care,,-61254000.0,-61412000.0,44708000,507190714.8,347688714.8
673,ADI.OQ,Information Technology,1220761000.0,2381604000.0,1570681000.0,11997945000,56581200195.6,61486695195.6001
674,RYN.N,Real Estate,,177100000.0,22400000.0,1474100000,4666193750.82,6460693750.82001
675,EXTR.OQ,Information Technology,-97919000.0,40856000.0,-22657000.0,5398000,1236282026.85,1430142026.85
676,AGM.N,Financials,88811000.0,133707000.0,133707000.0,799276000,863119110.44,23197432110.44
677,ICFI.OQ,Industrials,61518000.0,137579000.0,105703000.0,714551000,1574122857.7,1938165857.7
678,MKTX.OQ,Financials,299377000.0,563424000.0,527428000.0,955061000,21628554965.04,21167696965.04
679,AVA.N,Utilities,121529000.0,439826000.0,218924000.0,1939284000,2635336246.32,4862985246.32
680,WRB.N,Financials,530670000.0,927689000.0,831494000.0,6310802000,11782183897.33,12328109897.33
681,MRNA.OQ,Health Care,-597695000.0,-584716000.0,-617200000.0,1174810000,73594165327.9,70426472327.8999
682,ATEX.OQ,Communication Services,-55237000.0,-45402000.0,-50020000.0,245066000,646251964.66,530041964.66
683,SWBI.OQ,Consumer Discretionary,32002000.0,218531000.0,175337000.0,387118000,1002066111.3,986907111.300001
684,ESXB.OQ,Financials,15548000.0,,20267000.0,169654000,167630710.0,153909710.0
685,THFF.OQ,Financials,53844000.0,,69874000.0,596992000,572982674.86,31573674.8600002
686,IBOC.OQ,Financials,170823000.0,257194000.0,228716000.0,2118053000,2614538536.32,1875633536.32
687,PSX.N,Energy,,,,21523000000,33105086021.15,48752086021.15
688,RESI.N^A21,Real Estate,-104895000.0,-135000.0,-81238000.0,339259000,953466179.58,
689,AMN.N,Health Care,88839000.0,264958000.0,177874000.0,736742000,3563996448.96,4409485448.96
690,WERN.OQ,Industrials,169078000.0,490724000.0,227438000.0,1195040000,2779766227.92,2950432227.92
691,VRTS.OQ,Financials,79957000.0,184757000.0,143975000.0,711200000,1871160990.12,4131712990.12
692,PCRX.OQ,Health Care,126121000.0,60914000.0,40647000.0,354944000,3292163510.22,3216502510.22
693,OVLY.OQ,Financials,13687000.0,,19942000.0,129694000,131501968.0,10611968.0000002
694,BYND.OQ,Consumer Staples,-28127000.0,2307000.0,-9160000.0,384090000,10594445380.31,10430069380.31
695,FIZZ.OQ,Consumer Staples,161104000.0,225307000.0,207786000.0,452337000,5339467802.16,4929073802.16001
696,NWL.OQ,Consumer Discretionary,-341200000.0,1266200000.0,869000000.0,4963300000,11269408000.0,16326408000.0
697,ROCK.OQ,Industrials,87468000.0,145228000.0,122877000.0,673964000,3158550042.56,2978734042.56001
698,SNX.N,Information Technology,523259000.0,1216619000.0,874982000.0,4338860000,4578187435.74,5780291435.74
699,T.N,Communication Services,-5369000000.0,70910000000.0,42394000000.0,161673000000,205015020000.0,370087020000.0
700,CRVL.OQ,Health Care,43294000.0,77896000.0,54648000.0,189711000,1899794634.85,1770965634.85
701,FGBI.OQ,Financials,,,,178591000,163750462.93,37805462.9300001
702,NK.OQ,Health Care,-75892000.0,-67725000.0,-76851000.0,120679000,2921126836.0,2834347836.0
703,BLL.N,Materials,585000000.0,1908000000.0,1240000000.0,3337000000,29348458852.96,35849458852.96
704,AOUT.OQ,Consumer Discretionary,,,,224098000,275396404.78,241516404.78
705,TMO.N,Health Care,6375000000.0,10216000000.0,7891000000.0,34507000000,196487134290.16,207897134290.16
706,OM.OQ,Health Care,,-120926000.0,-122872000.0,37259000,2307114012.33,1992551012.33
707,LUV.N,Industrials,-3074000000.0,-3751000000.0,-5005000000.0,8876000000,30846379364.88,27139379364.88
708,SAFE.N,Real Estate,55143000.0,124055000.0,111974000.0,1091812000,4242086474.5,5648430474.5
709,CNS.N,Financials,76584000.0,99709000.0,95057000.0,,3275233591.5,3224348591.5
710,MSGS.N,Communication Services,,-60692000.0,-100119000.0,-206986000,4347504890.1,4659623890.1
711,ZG.OQ,Communication Services,-309361000.0,-22131000.0,-127714000.0,3435421000,38376506681.18,36664327681.18
712,CAL.N,Consumer Discretionary,-362188000.0,15138000.0,-47531000.0,645950000,610677903.6,990067903.6
713,TEX.N,Industrials,12600000.0,107000000.0,59700000.0,932300000,2756061000.0,3422261000.0
714,TGT.N,Consumer Discretionary,3821000000.0,9057000000.0,6510000000.0,11833000000,97124950696.95,103749950696.95
715,YEXT.N,Information Technology,-106958000.0,-95913000.0,-105752000.0,201212000,2236256040.84,2027260040.84
716,GME.N,Consumer Discretionary,-270000000.0,-77000000.0,-164200000.0,611500000,4184817600.0,4224417600.0
717,IRBT.OQ,Consumer Discretionary,153774000.0,182722000.0,147602000.0,652069000,3506635228.46,3149299228.46001
718,RNG.N,Information Technology,-106426000.0,-39407000.0,-104865000.0,745700000,36680879772.68,37344375772.68
719,OSTK.OQ,Consumer Discretionary,13406000.0,41608000.0,10901000.0,115084000,4248714373.95,3824769373.95
720,WHR.N,Consumer Discretionary,1081000000.0,2479000000.0,1911000000.0,3799000000,12536270356.68,15891270356.68
721,MTCH.OQ,Communication Services,,,,-1177667000,42291335796.0,45416156796.0
722,BATRA.OQ,Communication Services,-60000000.0,-67000000.0,-138000000.0,378000000,26553337717.7,27050337717.7
723,GBL.N,Financials,58693000.0,100892000.0,100198000.0,86911000,554065006.1,480766006.100001
724,HBAN.OQ,Financials,717000000.0,2165000000.0,1897000000.0,12993000000,14464538154.72,23871538154.72
725,GSHD.OQ,Financials,5684000.0,15724000.0,12631000.0,-9007000,5527166283.24,5553244283.24001
726,RILY.OQ,Financials,47189000.0,206421000.0,186825000.0,360660000,1466790036.8,2964943036.8
727,CROX.OQ,Consumer Discretionary,149444000.0,208405000.0,181449000.0,131905000,5251964057.09,5263402057.09
728,PLT.N,Information Technology,-746225000.0,63075000.0,-150838000.0,-82816000,1751592445.8,3083245445.8
729,ESGR.OQ,Financials,1089774000.0,1050706000.0,997712000.0,4842183000,4714774980.5,6002110980.5
730,STAR.N,Real Estate,-93114000.0,169991000.0,111911000.0,1040422000,1315069367.32,4919019367.32
731,BRG.A,Real Estate,-33297000.0,117000000.0,33669000.0,805952000,274725308.16,2531508308.16
732,VICI.N,Real Estate,702295000.0,774923000.0,771050000.0,7965183000,14345181669.06,21325080669.06
733,RBNC.OQ,Financials,31410000.0,,58149000.0,321972000,355238543.97,411967543.970001
734,AAPL.OQ,Information Technology,63930000000.0,85159000000.0,74253000000.0,65339000000,2298458223360.0,2333675223360.0
735,BMTX.A,Information Technology,226650.0,-1623770.0,-1623770.0,168395170,171166000.0,171154990.0
736,ALKS.OQ,Health Care,-73573000.0,3806000.0,-78231000.0,1085442000,3666811046.4,3372935046.4
737,VST.N,Utilities,899000000.0,4193000000.0,2199000000.0,7959000000,10291369176.64,19989369176.64
738,MLP.N,Real Estate,-7505000.0,-1546000.0,-2650000.0,22692000,247667516.87,247343516.87
739,ECOL.OQ,Industrials,-296214000.0,142606000.0,38363000.0,1011380000,1188644861.28,1936337861.28
740,CI.N,Health Care,,,,,74439123044.0,105147123044.0
741,OSH.N,Health Care,-180252000.0,-126516000.0,-136790000.0,-29524000,12913235644.68,12449232644.68
742,CLR.N,Energy,-310426000.0,1901409000.0,60672000.0,6741667000,8425954908.81,14407505908.81
743,NX.N,Industrials,7096000.0,103116000.0,55887000.0,355759000,831789585.56,897588585.56
744,STTK.OQ,Health Care,,,,14516000,2191572442.5,2222737442.5
745,HT.N,Real Estate,-154199000.0,19139000.0,-80036000.0,807657000,322789335.42,1557097335.42
746,FCBC.OQ,Financials,35926000.0,52787000.0,48009000.0,426730000,414584960.4,-41012039.6000002
747,MITK.OQ,Information Technology,9421000.0,21072000.0,13053000.0,132243000,674033698.62,607072698.620001
748,AMK.N,Financials,-686999.999999999,56784000.0,22634000.0,858861000,1867741793.9,1871309793.9
749,EVI.A,Industrials,659000.0,6265000.0,2395000.0,87826000,544600102.13,559213102.130001
750,CCK.N,Materials,515000000.0,1669000000.0,1185000000.0,1713000000,12625907525.55,20664907525.55
751,AROC.N,Energy,-28746000.0,401768000.0,205731000.0,1085963000,1495674050.46,3225657050.46
752,OMF.N,Financials,730000000.0,1250000000.0,1054000000.0,3441000000,7498068667.9,23085068667.9
753,ARCH.N,Energy,,,,283561000,790839958.69,971402958.69
754,WMS.N,Industrials,169294000.0,492628000.0,334799000.0,772820000,7016859333.0,7905346333.00001
755,GOGO.OQ,Communication Services,-201998000.0,107973000.0,69047000.0,-398890000,1163660316.0,2179785316.0
756,APPF.OQ,Information Technology,163344000.0,41066000.0,12915000.0,131950000,5732807396.0,5556090396.0
757,TRST.OQ,Financials,52452000.0,,76056000.0,568161000,639348515.91,806907515.91
758,PSNL.OQ,Health Care,-34584000.0,-30327000.0,-35972000.0,106690000,1766024609.48,1559961609.48
759,BRKS.OQ,Information Technology,78868000.0,167862000.0,103097000.0,1213614000,6234490164.0,5977141164.0
760,SRNE.OQ,Health Care,-289778000.0,-195043000.0,-206574000.0,78588000,4341108823.48,4373764823.48
761,ANH.N,Financials,-106558000.0,-42599000.0,-44174000.0,571952000,267936130.8,1948519130.8
762,SLCA.N,Energy,-411532000.0,151259000.0,-7164000.0,705217000,711398788.36,1841511788.36
763,QTS.N,Real Estate,-19109000.0,254311000.0,65148000.0,1337817000,4246944068.64,6404491068.64
764,VRCA.OQ,Health Care,-37354000.0,-36081000.0,-36138000.0,65015000,389535062.52,352634062.520001
765,HLIO.OQ,Industrials,22475000.0,110670000.0,75656000.0,577636000,1990614449.36,2218525449.36
766,CNTY.OQ,Consumer Discretionary,-74855000.0,46022000.0,23153000.0,163306000,245184724.98,653547724.98
767,MCK.N,Health Care,-4189000000.0,4021000000.0,3124000000.0,5092000000,29254974369.2,34565974369.2
768,OPTN.OQ,Health Care,-100917000.0,-88424000.0,-89690000.0,61583000,247382622.0,209261622.0
769,HBI.N,Consumer Discretionary,-75579000.0,989298000.0,856852000.0,813958000,5566218990.16,8812206990.16
770,ICHR.OQ,Information Technology,33279000.0,76744000.0,52519000.0,411689000,1199034489.0,1146407489.0
771,ABCB.OQ,Financials,261988000.0,470393000.0,438938000.0,2647088000,3132633813.68,3490425813.68
772,CBTX.OQ,Financials,26361000.0,36500000.0,33313000.0,546451000,704591381.28,166584381.280001
773,EZPW.OQ,Financials,-65429000.0,52914000.0,22248000.0,649127000,286333608.85,250418608.85
774,AVNS.N,Health Care,13900000.0,65500000.0,22100000.0,1265200000,2356737576.05,2425237576.05
775,ISBC.OQ,Financials,221580000.0,,489125000.0,2710003000,3123977037.5,6249335037.5
776,CVS.N,Health Care,7956000000.0,19007000000.0,14609000000.0,63864000000,95524507084.04,150737507084.04
777,PRSP.N,Information Technology,-745000000.0,716000000.0,340000000.0,1357000000,4672667012.07,6852667012.07
778,CLNC.N,Financials,-266872000.0,41264000.0,-4936000.00000001,2119022000,1114814306.55,5292699306.55
779,GBX.N,Industrials,31326000.0,214125000.0,107564000.0,1293043000,1385176176.0,1945132176.0
780,MEDP.OQ,Health Care,123975000.0,167537000.0,148172000.0,726283000,5473067499.0,5253840499.0
781,CBAY.OQ,Health Care,-64648000.0,-62284000.0,-62902000.0,186348000,420900132.12,259636132.120001
782,BHF.OQ,Financials,-1137000000.0,-368000000.0,-368000000.0,16172000000,3729645181.08,1584645181.08
783,OC.N,Industrials,-542000000.0,1239000000.0,767000000.0,4631000000,9154368031.26,11673368031.26
784,LMNX.OQ,Health Care,,,,517711000,1399021574.51,1291079574.51
785,OYST.OQ,Health Care,-68012000.0,-68830000.0,-68906000.0,137298000,637394024.96,558957024.959999
786,CFG.N,Financials,950000000.0,,2525000000.0,22673000000,17287918440.32,15089918440.32
787,NBHC.N,Financials,,,,820691000,1083534872.67,500866872.669999
788,INSG.OQ,Information Technology,-113811000.0,-3627000.0,-25231000.0,-37238000,1941019641.21,2061903641.21
789,MSBI.OQ,Financials,,,,621391000,481118090.73,298654090.73
790,ARCB.OQ,Industrials,,,,828593000,1292245539.7,1207107539.7
791,SFL.N,Energy,-35558000.0,321817000.0,200756000.0,1106369000,848766241.44,3149769241.44
792,EVR.N,Financials,350574000.0,607061000.0,578436000.0,,5506254625.3,4879999625.3
